,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
1516,HKG,You & Me,JENNIE,JENNIE Special Single [You & Me],83,2023-10-06,AR,0.787,0.0147,179164,0.573,1.72e-05,9,0.0926,-6.197,1,0.0606,111.996,4,0.575
1526,HKG,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1506,HKG,追,Keung To,追,66,2023-03-16,AR,0.384,0.761,313944,0.373,2.38e-06,0,0.113,-7.503,1,0.0305,177.818,4,0.229
1500,HKG,濤,Keung To,濤,74,2023-08-01,AR,0.493,0.0504,232489,0.803,0.0,6,0.245,-6.829,0,0.0898,173.901,4,0.246
1515,HKG,抽,MC 張天賦,抽,62,2023-07-27,AR,0.563,0.805,242778,0.413,0.0,3,0.142,-7.624,1,0.0331,139.851,4,0.483
1520,HKG,再見 寧靜海,陳卓賢 Ian,再見 寧靜海,62,2023-01-18,AR,0.466,0.5,250677,0.471,0.0,10,0.113,-8.524,1,0.039,146.879,4,0.229
1541,HKG,浮床,Dear Jane,浮床,59,2023-09-14,AR,0.477,0.126,213619,0.814,0.0,8,0.166,-6.363,1,0.0324,149.985,4,0.443
1537,HKG,世一,MC 張天賦,This is MC,57,2023-01-20,AR,0.55,0.748,263134,0.557,0.0,2,0.111,-7.033,1,0.0382,141.791,4,0.369
1512,HKG,仍在,陳卓賢 Ian,仍在,67,2023-09-08,AR,0.445,0.838,278671,0.387,0.0,9,0.108,-9.691,1,0.032,168.189,4,0.425
1530,HKG,記憶棉,MC 張天賦,記憶棉,61,2021-10-22,AR,0.491,0.393,273390,0.533,0.0,9,0.0944,-7.594,1,0.0473,149.856,4,0.214
1534,HKG,生若冰火 (ViuTV 劇集冰上火花主題曲),陳卓賢 Ian,生若冰火 (ViuTV 劇集冰上火花主題曲),54,2023-11-02,AR,0.53,0.00396,184368,0.931,1.13e-06,6,0.305,-5.469,0,0.123,179.987,4,0.746
1509,HKG,風雨不改 (電影《阿媽有咗第二個》主題曲),Keung To,風雨不改 (電影《阿媽有咗第二個》主題曲),64,2022-08-17,AR,0.319,0.942,308053,0.198,8.65e-06,0,0.0817,-11.611,1,0.0402,62.925,4,0.287
1539,HKG,給你幸福 所以幸福,Jay Fung,給你幸福 所以幸福,54,2023-10-24,AR,0.414,0.671,244693,0.456,0.0,10,0.117,-6.719,1,0.0323,188.013,3,0.569
1513,HKG,與我無關,MC 張天賦,與我無關,64,2023-09-05,AR,0.61,0.466,205845,0.671,0.0,10,0.106,-7.05,1,0.0427,131.996,4,0.275
1545,HKG,アイドル,YOASOBI,THE BOOK 3,75,2023-10-04,AR,0.457,0.105,211733,0.941,1.38e-06,10,0.437,-2.692,0,0.0917,165.783,4,0.876
1542,HKG,隱形遊樂場,Hins Cheung,隱形遊樂場,59,2023-04-20,AR,0.485,0.436,233187,0.452,7.07e-06,7,0.196,-7.212,1,0.0379,133.517,4,0.158
1514,HKG,作品的說話,Keung To,作品的說話,61,2022-04-30,AR,0.635,0.443,252747,0.389,0.0,5,0.114,-13.106,0,0.0638,79.991,4,0.667
1522,HKG,抱抱無尾熊,陳卓賢 Ian,抱抱無尾熊,61,2023-04-12,AR,0.736,0.485,225527,0.692,0.0,7,0.141,-6.654,1,0.0643,132.01,4,0.382
1524,HKG,擁抱後的歌,陳卓賢 Ian,擁抱後的歌,63,2023-07-24,AR,0.423,0.711,218841,0.418,1.73e-05,10,0.126,-9.417,1,0.0388,136.35,4,0.136
1508,HKG,浪漫殺死巨蟹座,Anson Lo 盧瀚霆,浪漫殺死巨蟹座,67,2023-07-21,AR,0.622,0.591,244489,0.453,0.0,7,0.1,-8.391,1,0.0376,129.933,4,0.465
1523,HKG,沒有翅膀的天使,Keung To,沒有翅膀的天使,61,2023-04-28,AR,0.425,0.116,198000,0.397,7.37e-06,6,0.0808,-10.623,1,0.0403,198.058,3,0.311
1525,HKG,老派約會之必要,MC 張天賦,This is MC,59,2023-01-20,AR,0.679,0.503,223951,0.563,0.0,10,0.102,-7.009,1,0.0334,107.014,4,0.631
1532,HKG,留一天與你喘息,陳卓賢 Ian,留一天與你喘息,59,2022-02-14,AR,0.411,0.574,258925,0.482,0.0,9,0.227,-8.081,1,0.0475,172.079,4,0.261
1536,HKG,到底發生過什麼事,Dear Jane,X,51,2023-07-06,AR,0.419,0.101,259375,0.811,0.0,11,0.307,-5.263,1,0.0364,165.966,4,0.563
1519,HKG,你不會一輩子的愛上我,Tyson Yoshi,你不會一輩子的愛上我,53,2023-11-03,AR,0.509,0.179,197308,0.846,0.0,9,0.264,-4.842,1,0.0675,156.089,4,0.558
1595,HUN,24 karát,Young Fly,24 karát,58,2021-12-31,AR,0.813,0.245,128582,0.682,0.0,1,0.234,-6.768,1,0.157,151.072,4,0.537
1552,HUN,3korty,Azahriah,memento,66,2023-05-01,AR,0.825,0.223,193398,0.69,0.0,0,0.111,-6.943,0,0.114,103.049,4,0.315
1593,HUN,Afro Beat,Pogány Induló,Megáll Az Idő,35,2023-02-25,AR,0.858,0.0481,192000,0.436,0.353,8,0.0646,-12.827,0,0.108,125.002,4,0.0988
1575,HUN,BAGIRA,Beton.Hofi,PLAYBÁNIA,59,2022-09-01,AR,0.678,0.194,124273,0.825,0.0,11,0.694,-5.422,0,0.299,86.11,4,0.51
1566,HUN,Baby,Bruno X Spacc,Baby,55,2023-10-26,AR,0.838,0.422,158653,0.642,0.0,1,0.117,-6.141,0,0.0789,90.033,4,0.362
1597,HUN,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
1591,HUN,Gang John Lennon,BSW,Gang John Lennon,54,2023-10-25,AR,0.881,0.229,161176,0.684,4.02e-06,0,0.11,-4.796,0,0.164,102.022,4,0.446
1557,HUN,Ganxsta Zolee Tehet Mindenről,Krúbi,Ganxsta Zolee Tehet Mindenről,53,2023-11-03,AR,0.772,0.0386,304893,0.738,0.0,6,0.159,-8.092,0,0.238,96.948,4,0.453
1596,HUN,Gurulgatok,VZS,Gurulgatok,58,2023-09-20,AR,0.926,0.0952,147097,0.556,0.0,10,0.179,-7.379,0,0.178,92.999,4,0.621
1556,HUN,Kopott szavak,Ekhoe,Kopott szavak,59,2023-10-27,AR,0.786,0.00719,163137,0.427,0.0,1,0.153,-9.612,1,0.446,152.923,4,0.441
1589,HUN,Latyo és haze,Kain,Focus,59,2023-01-13,AR,0.824,0.0725,153650,0.536,0.0,1,0.129,-8.997,1,0.143,125.046,4,0.419
1592,HUN,MENTALITAT,LMEN PRALA,MENTALITAT,57,2023-09-15,AR,0.805,0.429,152619,0.635,0.0,11,0.0669,-6.648,0,0.0736,126.016,4,0.41
1588,HUN,Mesélek a bornak,4s Street,Szebb napok,53,2021-12-14,AR,0.661,0.912,217000,0.373,7.87e-06,9,0.114,-7.357,0,0.0419,119.686,4,0.226
1573,HUN,Miafasz,Azahriah,A ló túloldalán,60,2022-05-20,AR,0.696,0.368,193543,0.707,0.0,8,0.111,-6.704,0,0.217,87.478,4,0.506
1584,HUN,Mind1,Azahriah,A ló túloldalán,57,2022-05-20,AR,0.741,0.548,191538,0.658,0.0,2,0.119,-8.631,1,0.0717,103.942,4,0.467
1599,HUN,Nagy a zaj,Aza,Nagy a zaj,54,2023-10-20,AR,0.764,0.147,180000,0.638,0.0,10,0.109,-9.099,0,0.175,120.022,4,0.458
1576,HUN,Ördög Nórika,Bruno X Spacc,Ördög Nórika,61,2023-07-30,AR,0.924,0.182,123125,0.557,2.01e-06,10,0.121,-5.128,0,0.243,96.036,4,0.258
1578,HUN,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1554,HUN,Pakisztáni/popo,DESH,CARPE DIEM,65,2023-07-21,AR,0.615,0.134,161025,0.825,0.0114,2,0.0657,-5.159,1,0.154,103.817,4,0.614
1567,HUN,Papa,DESH,DESHPERADO,61,2022-10-25,AR,0.833,0.382,140769,0.722,9.92e-05,5,0.0986,-7.579,0,0.0748,104.017,4,0.425
1598,HUN,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1565,HUN,Pullup,Azahriah,A ló túloldalán,61,2022-05-20,AR,0.726,0.106,137000,0.632,0.0,11,0.0923,-8.655,1,0.112,86.905,4,0.289
1550,HUN,Rampapapam,DESH,CARPE DIEM,68,2023-07-21,AR,0.835,0.084,189355,0.856,0.0114,4,0.0544,-5.102,0,0.0891,93.008,4,0.614
1582,HUN,Rét,Azahriah,Rét,59,2021,AR,0.474,0.438,179235,0.711,0.0,0,0.107,-6.94,1,0.0862,81.993,4,0.722
1563,HUN,Rollin',DESH,Rollin',62,2023-07-07,AR,0.753,0.377,199719,0.584,0.000587,1,0.0892,-6.877,0,0.112,89.022,4,0.892
1587,HUN,SHYSHY,Grasa,SHYSHY,51,2023-11-01,AR,0.681,0.00121,224578,0.523,0.0,5,0.0958,-9.616,0,0.336,156.034,4,0.397
1564,HUN,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1590,HUN,Smash!,Ekhoe,Sose Alszok,60,2023-04-07,AR,0.763,0.193,144000,0.531,0.0,11,0.0917,-7.748,0,0.124,80.023,4,0.217
1569,HUN,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1594,HUN,Százszorszép,Ekhoe,Sose Alszok,59,2023-04-07,AR,0.65,0.149,146014,0.465,0.0,0,0.125,-10.832,1,0.0828,142.837,4,0.202
1583,HUN,Tisztán iszom,Azahriah,A ló túloldalán,59,2022-05-20,AR,0.446,0.644,180750,0.655,0.0,0,0.199,-6.945,0,0.0439,162.924,4,0.894
1553,HUN,Valencia,Tomi,Valencia,65,2023-09-23,AR,0.8,0.423,175082,0.641,0.0,8,0.17,-5.775,0,0.0645,92.067,4,0.601
1574,HUN,Valentino,Mihályfi Luca,Valentino,57,2023-10-03,AR,0.8,0.0772,141830,0.681,0.0,11,0.216,-7.058,0,0.0505,94.978,4,0.382
1562,HUN,Várnék,Dzsúdló,Várnék,62,2022-07-07,AR,0.682,0.405,187105,0.691,0.0,6,0.125,-4.227,1,0.0627,75.96,4,0.69
1570,HUN,Villám,Mihályfi Luca,Villám,60,2023-07-25,AR,0.808,0.143,206000,0.391,0.0,5,0.103,-6.653,0,0.0922,120.074,4,0.353
1580,HUN,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),91,2023-08-04,AR,0.634,0.0908,178156,0.824,0.0711,2,0.119,-3.394,0,0.047,137.959,4,0.371
1572,HUN,Walkin a street,DESH,CARPE DIEM,61,2023-07-21,AR,0.715,0.163,190687,0.791,0.0,10,0.0747,-5.696,0,0.17,79.959,4,0.963
1577,HUN,béke,Azahriah,tripq,62,2023-08-24,AR,0.676,0.395,315862,0.728,0.0,9,0.0587,-7.661,0,0.0965,174.089,4,0.938
1586,HUN,bulbaba,Azahriah,tripq,61,2023-08-24,AR,0.81,0.701,125825,0.674,3.8e-05,11,0.095,-7.816,0,0.144,103.09,4,0.242
1568,HUN,casa de papel,Azahriah,memento,61,2023-05-01,AR,0.808,0.646,160000,0.679,0.0147,5,0.115,-7.034,0,0.125,135.064,4,0.511
1551,HUN,ceremónia,Azahriah,tripq,66,2023-08-24,AR,0.678,0.496,273818,0.625,0.00168,1,0.295,-8.855,0,0.12,109.98,4,0.361
1571,HUN,figyelj,Azahriah,silbak,61,2022-08-17,AR,0.683,0.124,164291,0.683,3.14e-06,9,0.159,-7.846,1,0.036,110.933,4,0.234
1561,HUN,four moods,Azahriah,silbak,63,2022-08-17,AR,0.538,0.37,203529,0.669,1.06e-06,2,0.13,-8.325,0,0.217,101.993,4,0.198
1579,HUN,gát,Azahriah,memento,61,2023-05-01,AR,0.77,0.349,189784,0.812,0.0,9,0.0876,-7.646,0,0.114,104.067,4,0.563
1560,HUN,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1555,HUN,introvertált dal,Azahriah,memento,64,2023-05-01,AR,0.652,0.126,169841,0.815,0.0,1,0.109,-4.849,1,0.0606,151.046,4,0.823
1558,HUN,lost tiki,Azahriah,tripq,64,2023-08-24,AR,0.711,0.715,171429,0.691,0.15,4,0.254,-8.622,0,0.0459,98.002,4,0.656
1585,HUN,szosziazi,Azahriah,memento,59,2023-05-01,AR,0.771,0.135,206038,0.615,0.000587,8,0.12,-7.929,0,0.19,105.993,4,0.406
1559,HUN,valami amerikai,Azahriah,valami amerikai,63,2023-09-26,AR,0.615,0.599,220227,0.69,0.000782,0,0.181,-7.392,1,0.143,175.892,4,0.296
1581,HUN,vicc,Azahriah,tripq,61,2023-08-24,AR,0.668,0.304,158049,0.677,0.00324,3,0.119,-8.724,0,0.236,163.934,4,0.581
1676,IDN,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),90,2023-06-23,AR,0.522,0.0545,244685,0.641,0.0,8,0.162,-6.287,1,0.0318,87.51,4,0.202
1684,IDN,Angels Like You,Miley Cyrus,Plastic Hearts,89,2020-11-27,AR,0.672,0.0981,196453,0.642,0.0,5,0.1,-4.035,1,0.0313,121.981,4,0.494
1654,IDN,Bercinta Lewat Kata - OST Jatuh Cinta Seperti di Film-Film,Donne Maula,Bercinta Lewat Kata (OST Jatuh Cinta Seperti di Film-Film),82,2023-07-26,AR,0.598,0.919,169000,0.3,0.00186,5,0.103,-11.778,1,0.072,119.831,3,0.374
1652,IDN,Bersamamu,Jaz,Bersamamu,81,2023-06-09,AR,0.424,0.371,220946,0.583,0.000413,7,0.0599,-7.282,0,0.0343,73.856,4,0.456
1691,IDN,Bertaut,Nadin Amizah,Selamat Ulang Tahun,80,2020-05-28,AR,0.47,0.933,315961,0.131,0.00245,6,0.109,-13.29,1,0.0362,118.836,3,0.115
1689,IDN,Car's Outside,James Arthur,YOU,88,2019-10-18,AR,0.338,0.039,248373,0.562,0.0,9,0.107,-7.181,1,0.029,149.907,4,0.259
1667,IDN,Cincin,Hindia,Lagipula Hidup Akan Berakhir,81,2023-07-07,AR,0.531,0.00445,266330,0.882,0.0,4,0.621,-4.205,0,0.0559,155.024,4,0.476
1677,IDN,Cintanya Aku,Tiara Andini,Cintanya Aku,81,2021-01-22,AR,0.516,0.722,234125,0.338,1.22e-05,0,0.105,-8.81,0,0.0294,118.422,4,0.328
1666,IDN,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1668,IDN,Duka,Last Child,Duka,82,2016-09-25,AR,0.566,0.122,325147,0.885,3.75e-06,0,0.049,-4.664,1,0.0355,135.015,4,0.31
1672,IDN,Evaluasi,Hindia,Menari Dengan Bayangan,81,2019-11-29,AR,0.609,0.00194,194469,0.966,2.83e-06,7,0.304,-4.469,1,0.0571,102.014,4,0.505
1663,IDN,Hapus Aku,Nidji,Breakthru,77,2005-03-03,AR,0.642,0.383,252613,0.781,0.000284,7,0.179,-6.285,1,0.0285,128.98,4,0.6
1696,IDN,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
1688,IDN,Interaksi,Tulus,Manusia,78,2022-03-03,AR,0.464,0.778,170000,0.344,1.23e-06,9,0.132,-8.302,1,0.033,177.713,4,0.751
1697,IDN,Jendela Kelas 1,Iwan Fals,Sumbang,71,1983-03-03,AR,0.439,0.601,214320,0.55,0.692,3,0.176,-6.646,1,0.0262,87.399,4,0.264
1653,IDN,Jiwa Yang Bersedih,Ghea Indrawari,Jiwa Yang Bersedih,87,2023-05-18,AR,0.363,0.805,278219,0.391,1.34e-06,2,0.115,-8.429,1,0.0281,97.377,4,0.451
1671,IDN,Kau Rumahku,raissa anggiani,Kau Rumahku,82,2022-01-10,AR,0.35,0.873,275250,0.323,1.48e-06,1,0.103,-8.982,1,0.0369,169.513,3,0.278
1682,IDN,Kembali Pulang,Suara Kayu,Kembali Pulang,81,2022-10-28,AR,0.559,0.95,207899,0.236,0.00673,1,0.105,-10.619,1,0.0282,141.977,3,0.33
1662,IDN,Komang,Raim Laode,Komang,83,2022-08-17,AR,0.696,0.415,222707,0.412,6.16e-05,7,0.1,-8.547,1,0.027,133.913,4,0.349
1681,IDN,Monokrom,Tulus,Monokrom,81,2016-08-03,AR,0.534,0.573,214567,0.462,5.59e-06,6,0.0974,-9.383,1,0.0326,88.046,4,0.519
1678,IDN,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1655,IDN,Nanti Kita Seperti Ini,Batas Senja,Nanti Kita Seperti Ini,84,2022-09-27,AR,0.532,0.291,209647,0.428,0.000233,0,0.0972,-7.255,1,0.0252,84.824,4,0.404
1693,IDN,Nemen - Hiphop Dangdut Version,NDX A.K.A.,Nemen (Hiphop Dangdut Version),79,2023-09-06,AR,0.644,0.51,274880,0.762,1.77e-06,6,0.176,-6.964,1,0.0321,148.004,4,0.529
1686,IDN,Rahasia Hati,Element,Paradoks,79,2002,AR,0.542,0.166,191950,0.526,0.0,11,0.116,-7.316,0,0.0263,75.098,4,0.394
1673,IDN,Rayuan Perempuan Gila,Nadin Amizah,"Untuk Dunia, Cinta, dan Kotornya",70,2023-10-13,AR,0.396,0.865,320000,0.406,0.0755,1,0.371,-8.813,1,0.0297,104.991,4,0.206
1657,IDN,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),82,2018-10-25,AR,0.67,0.237,218293,0.743,0.0,10,0.465,-4.993,1,0.0393,125.944,4,0.571
1679,IDN,Rumah Ke Rumah,Hindia,Menari Dengan Bayangan,81,2019-11-29,AR,0.72,0.456,277457,0.786,0.616,11,0.186,-7.396,1,0.0319,116.032,4,0.488
1660,IDN,Runtuh,Feby Putri,Runtuh,83,2021-10-01,AR,0.593,0.876,223974,0.287,0.000136,3,0.119,-13.164,1,0.0289,127.783,4,0.191
1675,IDN,Saat Kau Telah Mengerti,Virgoun,Saat Kau Telah Mengerti,82,2023-01-13,AR,0.378,0.802,290752,0.306,0.0,8,0.0802,-10.445,1,0.0376,73.061,4,0.25
1664,IDN,Satu-Satu,Idgitaf,Mengudara,81,2023-07-28,AR,0.378,0.652,285072,0.517,0.0,4,0.0898,-5.584,1,0.0639,199.811,4,0.512
1694,IDN,Secukupnya,Hindia,Menari Dengan Bayangan,79,2019-11-29,AR,0.731,0.19,205466,0.796,0.0606,9,0.354,-5.098,0,0.0344,102.006,4,0.933
1687,IDN,Selamat (Selamat Tinggal),Virgoun,Selamat (Selamat Tinggal),80,2019-06-17,AR,0.361,0.523,313671,0.581,5.42e-06,0,0.118,-8.502,1,0.0302,79.59,4,0.372
1695,IDN,Sempurna,Andra & The Backbone,Andra & The Backbone,81,2006-12-28,AR,0.358,0.726,268423,0.32,0.0,4,0.105,-9.946,1,0.0308,115.499,3,0.384
1665,IDN,Semua Aku Dirayakan,Nadin Amizah,"Untuk Dunia, Cinta, dan Kotornya",70,2023-10-13,AR,0.319,0.959,310625,0.322,0.000568,4,0.0947,-10.475,1,0.0313,80.492,4,0.212
1685,IDN,Separuh Nafas,Dewa 19,The 2000's Greatest,78,2007-03-12,AR,0.567,0.00393,222029,0.944,0.000606,5,0.0705,-6.074,1,0.0417,100.027,4,0.964
1674,IDN,Serana,For Revenge,Perayaan Patah Hati - Babak 1,79,2022-09-06,AR,0.429,0.0264,251077,0.709,0.0137,2,0.135,-5.54,1,0.0297,130.046,4,0.26
1680,IDN,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,83,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
1683,IDN,Sial,Mahalini,fábula,81,2023-01-23,AR,0.562,0.893,243725,0.433,2.13e-06,2,0.122,-6.785,1,0.0397,119.998,4,0.192
1661,IDN,Somebody's Pleasure,Aziz Hedra,Somebody's Pleasure,84,2023-01-27,AR,0.633,0.842,223957,0.491,3.84e-06,10,0.172,-6.847,1,0.0336,116.974,4,0.234
1699,IDN,Standing Next to You,Jung Kook,GOLDEN,93,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1692,IDN,Starboy,The Weeknd,Starboy,94,2016-11-25,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
1698,IDN,Surat Hati,Devano,Surat Hati,79,2023-08-11,AR,0.538,0.792,294667,0.381,4.77e-05,5,0.087,-12.68,1,0.0304,90.036,4,0.302
1651,IDN,Tak Segampang Itu,Anggi Marito,Tak Segampang Itu,86,2022-12-02,AR,0.506,0.759,231100,0.438,8.64e-06,5,0.109,-7.069,1,0.0268,129.538,4,0.178
1658,IDN,Take A Chance With Me,NIKI,Nicole,72,2022-08-11,AR,0.599,0.843,303933,0.42,0.000262,10,0.103,-11.637,1,0.0645,93.981,4,0.506
1659,IDN,Tanpa Pesan Terakhir,Seventeen,Dunia Yang Indah,78,2010-01-01,AR,0.46,0.231,289280,0.72,5.43e-05,4,0.228,-4.062,1,0.0322,134.965,4,0.426
1656,IDN,Tanpa Rasa Bersalah,Fabio Asher,ASHER,82,2023-02-02,AR,0.597,0.736,277000,0.317,0.0,5,0.16,-12.499,1,0.0314,120.101,4,0.177
1669,IDN,Trauma,Aan Story,Trauma,82,2023-03-15,AR,0.643,0.83,218073,0.509,0.0,4,0.0812,-7.405,1,0.0329,115.997,4,0.401
1670,IDN,Usai,Tiara Andini,Usai,81,2022-11-25,AR,0.461,0.863,217200,0.36,2.51e-05,7,0.0914,-8.99,1,0.0269,109.236,4,0.131
1690,IDN,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1650,IDN,penjaga hati,Nadhif Basalamah,penjaga hati,87,2023-06-21,AR,0.509,0.879,260346,0.359,0.0289,2,0.19,-8.993,1,0.0279,155.799,4,0.329
1726,IRL,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),91,2023-10-26,AR,0.629,0.345,180381,0.413,7.62e-05,7,0.0603,-13.178,1,0.055,77.983,4,0.306
1721,IRL,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,2023-07-13,AR,0.444,0.959,222370,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
1727,IRL,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,44,2023-09-29,AR,0.671,0.12,231545,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964
1723,IRL,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,86,1994-10-28,AR,0.336,0.164,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35
1722,IRL,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
1740,IRL,Anti-Hero,Taylor Swift,Midnights,93,2022-10-21,AR,0.637,0.13,200690,0.643,1.8e-06,4,0.142,-6.571,1,0.0519,97.008,4,0.533
1744,IRL,As It Was,Harry Styles,Harry's House,95,2022-05-20,AR,0.52,0.342,167303,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
1715,IRL,Asking,Sonny Fodera,Asking,80,2023-07-07,AR,0.477,0.0213,191591,0.854,1.67e-05,4,0.19,-5.274,0,0.0896,126.965,4,0.395
1745,IRL,Candy,Paolo Nutini,Sunny Side Up,51,2009-05-29,CA,0.612,0.373,298693,0.601,0.0,7,0.156,-7.809,1,0.0421,125.164,4,0.368
1720,IRL,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),81,2023-11-03,AR,0.521,0.838,205484,0.366,4.11e-06,11,0.12,-7.698,0,0.034,141.965,4,0.225
1707,IRL,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1710,IRL,DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies,DNA (Loving You) [feat. Hannah Boleyn],76,2023-07-28,AR,0.731,0.0112,164920,0.867,0.0291,9,0.0863,-6.169,0,0.0576,142.048,4,0.23
1714,IRL,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
1732,IRL,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
1728,IRL,Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),86,2023-07-18,AR,0.667,0.121,213817,0.613,0.0,8,0.113,-7.147,1,0.0313,112.046,4,0.681
1747,IRL,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),89,1977-02-04,AR,0.828,0.0644,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789
1730,IRL,Evergreen,Richy Mitch & The Coal Miners,RMCM,86,2017-05-17,AR,0.555,0.557,87000,0.216,0.00416,3,0.109,-11.661,1,0.0721,79.109,3,0.504
1718,IRL,Giving Me,Jazzy,Giving Me,81,2023-03-10,AR,0.735,0.329,169000,0.651,0.000205,7,0.131,-9.25,0,0.112,127.07,4,0.476
1739,IRL,Good Love,Hannah Laing,Good Love,79,2023-05-12,AR,0.775,0.127,169535,0.817,0.00273,1,0.215,-4.921,1,0.0656,140.033,4,0.386
1746,IRL,Hate It Or Love It,The Game,The Documentary,85,2005,AR,0.802,0.14,206400,0.785,0.0,9,0.123,-4.781,1,0.207,99.998,4,0.435
1705,IRL,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,93,2023-08-25,AR,0.429,0.554,227196,0.453,2e-06,0,0.102,-7.746,1,0.0459,77.639,4,0.155
1731,IRL,Iris,The Goo Goo Dolls,Dizzy up the Girl,87,1998-09-11,AR,0.315,0.00125,289533,0.715,7.97e-06,11,0.0942,-8.072,0,0.0362,155.925,3,0.497
1703,IRL,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
1724,IRL,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,70,2023-07-07,AR,0.733,0.212,265960,0.598,3.71e-06,2,0.156,-8.228,1,0.0278,107.732,4,0.935
1748,IRL,Last Night,Morgan Wallen,One Thing At A Time,86,2023-03-03,AR,0.492,0.467,163855,0.675,0.0,6,0.142,-5.456,1,0.0389,203.759,4,0.478
