,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
247,AUS,IDGAF (feat. Yeat),Drake,For All The Dogs,94,2023-10-06,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
244,AUS,Iris,The Goo Goo Dolls,Dizzy up the Girl,87,1998-09-11,AR,0.315,0.00125,289533,0.715,7.97e-06,11,0.0942,-8.072,0,0.0362,155.925,3,0.497
201,AUS,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
236,AUS,Kill Bill,SZA,SOS,92,2022-12-08,AR,0.644,0.0521,153947,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418
211,AUS,Last Night,Morgan Wallen,One Thing At A Time,86,2023-03-03,AR,0.492,0.467,163855,0.675,0.0,6,0.142,-5.456,1,0.0389,203.759,4,0.478
219,AUS,Lil Boo Thang,Paul Russell,Lil Boo Thang,86,2023-08-18,AR,0.85,0.152,114234,0.699,0.0,0,0.32,-3.292,1,0.0776,114.481,4,0.915
231,AUS,Mr. Brightside,The Killers,Hot Fuss,88,2004,AR,0.352,0.00121,222973,0.911,0.0,1,0.0995,-5.23,1,0.0747,148.033,4,0.236
214,AUS,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
237,AUS,No Role Modelz,J. Cole,2014 Forest Hills Drive,91,2014-12-09,AR,0.69,0.324,292799,0.521,0.0,10,0.0534,-8.492,0,0.339,100.028,4,0.494
210,AUS,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,2023-10-26,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
225,AUS,One Of Your Girls,Troye Sivan,Something To Give Each Other,88,2023-10-13,AR,0.629,0.0878,181482,0.654,0.00655,11,0.22,-7.852,0,0.0584,93.034,4,0.799
202,AUS,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
239,AUS,Pink + White,Frank Ocean,Blonde,91,2016-08-20,AR,0.545,0.667,184516,0.545,5.48e-05,9,0.417,-7.362,1,0.107,159.94,3,0.549
218,AUS,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,Popular (Music from the HBO Original Series),92,2023-06-02,AR,0.855,0.0569,215467,0.678,3.69e-05,1,0.412,-6.276,1,0.189,99.029,4,0.852
205,AUS,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
209,AUS,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,88,2023-10-06,AR,0.645,0.0377,319192,0.729,0.0,2,0.384,-4.56,1,0.0528,146.01,4,0.142
224,AUS,Riptide,Vance Joy,Dream Your Life Away (Special Edition),83,2014-09-09,AR,0.484,0.431,204280,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,0.51
222,AUS,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.626,0.0656,279833,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192
208,AUS,Something in the Orange,Zach Bryan,Something in the Orange,90,2022-04-22,AR,0.369,0.555,228013,0.192,8.35e-06,4,0.0954,-12.151,0,0.04,175.212,3,0.148
216,AUS,Sprinter,Dave,Sprinter,93,2023-06-01,AR,0.916,0.186,226383,0.583,0.0,1,0.0798,-8.067,1,0.241,141.095,4,0.661
235,AUS,Standing Next to You,Jung Kook,GOLDEN,91,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
213,AUS,Stick Season,Noah Kahan,Stick Season,89,2022-10-14,AR,0.662,0.782,182347,0.488,0.0,9,0.102,-6.894,1,0.0682,117.913,4,0.817
207,AUS,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
243,AUS,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.575,0.000418,231000,0.824,0.0214,2,0.0901,-4.823,1,0.038,94.971,4,0.292
245,AUS,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),88,2023-10-26,AR,0.699,0.198,171819,0.621,0.0,0,0.104,-8.739,1,0.0369,118.048,4,0.344
233,AUS,The Kind of Love We Make,Luke Combs,Growin' Up,83,2022-06-24,AR,0.608,0.0226,224427,0.745,6.47e-06,1,0.0942,-4.13,1,0.0277,102.025,4,0.464
240,AUS,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
203,AUS,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
232,AUS,fukumean,Gunna,a Gift & a Curse,95,2023-06-16,AR,0.847,0.119,125040,0.622,0.0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
246,AUS,get him back!,Olivia Rodrigo,GUTS,91,2023-09-08,AR,0.546,0.0135,211141,0.846,0.0,5,0.607,-5.719,1,0.181,162.043,4,0.74
200,AUS,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
217,AUS,vampire,Olivia Rodrigo,GUTS,95,2023-09-08,AR,0.511,0.177,219724,0.532,0.0,5,0.291,-5.745,1,0.0578,138.005,4,0.35
2046,CZE,"PRŠÍ, PRŠÍ",Ben Cristovao,PROTENKONTRAST,58,2022-07-01,AR,0.675,0.257,187745,0.6,3.31e-05,4,0.359,-9.57,0,0.0667,89.982,4,0.476
2038,CZE,Amsterdam (feat. Calin),KOJO,Late Checkout,51,2023-11-03,AR,0.762,0.126,163636,0.509,0.215,11,0.348,-12.796,0,0.0668,131.945,4,0.549
2018,CZE,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
2033,CZE,Až na měsíc,Viktor Sheen,Černobílej svět,61,2019-05-16,AR,0.741,0.265,208696,0.572,0.0,3,0.13,-10.405,0,0.0645,115.093,4,0.525
2032,CZE,Banány (feat. Yzomandias),Viktor Sheen,Planeta opic,63,2023-10-13,AR,0.865,0.408,228000,0.461,0.0,5,0.122,-12.612,0,0.396,120.014,4,0.538
2011,CZE,Brick na brick,Hard Rico,Brick na brick,62,2023-09-06,AR,0.898,0.145,173731,0.541,0.0,11,0.182,-9.352,0,0.301,134.037,4,0.49
2045,CZE,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,87,2012-10-09,AR,0.633,0.0267,258432,0.927,0.0,2,0.0986,-4.468,1,0.0839,146.097,4,0.88
2037,CZE,Cikády,Calin,ROADTRIP,61,2023-02-03,AR,0.848,0.0935,168923,0.537,2.31e-06,11,0.0569,-8.671,0,0.0571,130.013,4,0.978
2031,CZE,DTB for Life,STEIN27,PRESIDENT OF SEXICO,57,2023-08-25,AR,0.532,0.00421,151579,0.839,0.0,1,0.237,-7.309,1,0.0422,170.94,4,0.558
2048,CZE,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
2014,CZE,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
2017,CZE,Dívej,Calin,ROADTRIP,63,2023-02-03,AR,0.647,0.125,155493,0.551,1.72e-05,1,0.11,-7.812,0,0.205,141.913,4,0.29
2044,CZE,Domov můj,Viktor Sheen,Planeta opic,62,2023-10-13,AR,0.773,0.372,204179,0.374,0.00195,10,0.602,-13.042,0,0.361,134.05,4,0.553
2000,CZE,Dopamin,Viktor Sheen,Planeta opic,70,2023-10-13,AR,0.815,0.228,164000,0.543,0.14,2,0.0666,-12.522,1,0.258,120.048,4,0.409
2007,CZE,Givenchy,Robin Zoot,Givenchy,63,2023-06-23,AR,0.775,0.549,181224,0.552,0.000234,9,0.098,-8.991,1,0.209,98.038,4,0.237
2008,CZE,Habibi,STEIN27,PRESIDENT OF SEXICO,58,2023-08-25,AR,0.706,0.0021,146939,0.65,1.32e-05,5,0.173,-7.791,0,0.249,147.015,4,0.749
2023,CZE,Hannah Montana,Calin,POPSTAR,63,2022-03-11,AR,0.583,0.0621,158608,0.784,4.49e-05,6,0.171,-6.708,0,0.0882,135.08,4,0.744
2034,CZE,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",91,2022-05-13,AR,0.704,0.0826,148486,0.797,0.000745,0,0.0546,-5.927,1,0.0475,139.994,4,0.825
2025,CZE,I'm Good (Blue),David Guetta,I'm Good (Blue),92,2022-08-26,AR,0.561,0.00383,175238,0.965,7.07e-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304
2003,CZE,Kdes to vzal?,Viktor Sheen,Planeta opic,65,2023-10-13,AR,0.737,0.174,145036,0.453,0.000189,4,0.164,-12.301,0,0.162,139.022,4,0.393
2027,CZE,King Kong,Ektor,King Kong,60,2023-06-09,AR,0.772,0.237,173589,0.847,0.000399,0,0.111,-6.182,0,0.0995,103.049,4,0.166
2001,CZE,Království,Viktor Sheen,Planeta opic,67,2023-10-13,AR,0.804,0.479,190588,0.518,0.0,10,0.138,-12.733,0,0.115,135.963,4,0.451
2042,CZE,Lows,Viktor Sheen,Planeta opic,62,2023-10-13,AR,0.923,0.268,176000,0.408,0.0,6,0.0721,-12.265,0,0.335,120.0,4,0.26
2047,CZE,Můj space,Viktor Sheen,Planeta opic,60,2023-10-13,AR,0.929,0.0284,182069,0.344,0.0,1,0.429,-13.812,1,0.266,115.961,4,0.474
2026,CZE,Na větvi,Viktor Sheen,Planeta opic,63,2023-10-13,AR,0.635,0.0509,140280,0.557,0.0,6,0.25,-10.898,1,0.489,168.175,4,0.663
2029,CZE,OCD (feat. Annet X),Viktor Sheen,Planeta opic,62,2023-10-13,AR,0.642,0.102,127059,0.608,0.0,8,0.0339,-11.152,1,0.132,170.013,4,0.198
2013,CZE,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
2016,CZE,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
2028,CZE,Praha/Vídeň,Calin,POPSTAR,60,2022-03-11,AR,0.778,0.41,162462,0.449,0.00126,6,0.105,-7.464,0,0.0339,130.007,4,0.325
2015,CZE,Probuzení,Viktor Sheen,Planeta opic,64,2023-10-13,AR,0.783,0.651,137622,0.607,5.96e-06,3,0.125,-11.703,0,0.466,142.794,4,0.555
2039,CZE,Pussy Power (feat. Porsche Boy),SIMILIVINLIFE,DVOJBODKAHVIEZDIČKA,57,2023-10-20,AR,0.9,0.0825,179557,0.737,0.267,6,0.291,-5.389,1,0.0731,133.998,4,0.489
2004,CZE,Režim nerušit,Dollar Prync,Kures Drill,65,2023-08-18,AR,0.842,0.0984,186783,0.718,0.0,10,0.126,-4.963,0,0.307,139.977,4,0.604
2019,CZE,STFU (feat. Calin & SIMILIVINLIFE),STEIN27,PRESIDENT OF SEXICO,62,2023-08-25,AR,0.691,0.0319,152583,0.886,0.507,0,0.144,-7.679,1,0.081,151.023,4,0.481
2002,CZE,Safír,Calin,ROADTRIP,67,2023-02-03,AR,0.711,0.0737,149589,0.578,0.0,8,0.112,-7.759,1,0.0814,146.097,4,0.448
2043,CZE,Sám proti sobě,Viktor Sheen,Planeta opic,62,2023-10-13,AR,0.564,0.556,111000,0.534,0.0,1,0.153,-12.246,1,0.146,159.923,4,0.34
2040,CZE,Santé,Calin,Santé,61,2022-09-30,AR,0.604,0.4,114000,0.649,0.273,2,0.186,-8.458,0,0.0524,120.111,4,0.273
2012,CZE,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
2049,CZE,Síla Starejch Vín,ŠKWOR,Sliby & Lži,59,2013-09-27,AR,0.756,0.0846,174667,0.741,0.0,5,0.0759,-4.813,0,0.0257,112.911,4,0.762
2020,CZE,Slzy,Sofian Medjmedj,PROJECT⎜23,50,2023-10-19,AR,0.664,0.3,150927,0.67,0.0,10,0.12,-8.341,0,0.112,135.954,4,0.509
2022,CZE,Stíny,Viktor Sheen,Příběhy a sny,62,2021-11-17,AR,0.533,0.0756,172541,0.784,0.0,8,0.126,-6.578,1,0.164,92.42,4,0.564
2009,CZE,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
2035,CZE,Sunset,Separ,FLOWDEMORT,59,2023-03-31,AR,0.762,0.237,155520,0.805,0.0,1,0.11,-6.63,1,0.386,124.977,4,0.271
2030,CZE,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
2024,CZE,U Hřiště 380,Rohony,U Hřiště 380,56,2023-10-20,AR,0.59,0.00525,150000,0.858,0.00408,10,0.171,-6.437,0,0.0575,159.934,4,0.364
2021,CZE,Ujde to,Viktor Sheen,Planeta opic,63,2023-10-13,AR,0.822,0.238,202667,0.531,2.39e-06,0,0.0859,-12.135,0,0.387,135.083,4,0.418
2010,CZE,VZHŮRU CELOU NOC,P T K,SILENT KILL,61,2023-10-01,AR,0.871,0.196,180000,0.666,0.00833,6,0.177,-6.538,0,0.215,79.993,4,0.431
2041,CZE,Vitej,Vadak,Vitej,58,2018-12-13,AR,0.7,0.669,140327,0.751,0.0,0,0.11,-7.482,1,0.367,109.973,4,0.389
2036,CZE,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),91,2023-08-04,AR,0.634,0.0908,178156,0.824,0.0711,2,0.119,-3.394,0,0.047,137.959,4,0.371
2005,CZE,WHO (feat. P T K),Viktor Sheen,Planeta opic,65,2023-10-13,AR,0.874,0.0192,171429,0.568,1.54e-06,8,0.103,-12.307,1,0.317,146.961,4,0.689
2006,CZE,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1158,EST,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",83,2023-07-27,AR,0.62,0.228,177292,0.935,0.00443,1,0.0601,-0.504,1,0.252,87.532,4,0.559
1173,EST,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,2023-07-13,AR,0.444,0.959,222370,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
1176,EST,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],91,2023-06-15,AR,0.671,0.12,231545,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964
1172,EST,9mm,Memphis Cult,Memphis Cult Vol. 6,15,2023-02-23,AR,0.737,0.00322,86710,0.915,2.58e-05,0,0.084,-2.749,1,0.0412,154.964,4,0.304
1198,EST,Agora Hills,Doja Cat,Scarlet,82,2023-09-20,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
1181,EST,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
1166,EST,Ära Ärata,nublu,Ära Ärata,48,2023-04-07,AR,0.843,0.0823,179813,0.738,0.0505,6,0.141,-6.066,0,0.0612,113.972,4,0.535
1177,EST,Cha Cha Cha,Käärijä,Cha Cha Cha,74,2023-01-17,AR,0.718,0.00207,175161,0.791,0.00292,2,0.111,-5.572,1,0.0447,155.082,4,0.743
1174,EST,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1188,EST,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
1160,EST,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
1193,EST,Flashing Lights,Kanye West,Graduation,89,2007-09-11,AR,0.639,0.0381,237507,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43
1164,EST,Friesenjung,Ski Aggu,denk mal drüber nach...,64,2023-10-12,AR,0.778,0.0173,146087,0.978,0.000171,11,0.237,-4.672,0,0.114,161.015,4,0.893
1191,EST,Haunted House,Aarne,AA LANGUAGE 2,67,2023-10-27,AR,0.905,0.0349,153600,0.726,0.00963,8,0.138,-4.096,0,0.0543,150.031,4,0.677
1196,EST,Heartless,Kanye West,808s & Heartbreak,89,2008-11-24,AR,0.79,0.0515,211000,0.647,0.0,10,0.248,-5.983,0,0.136,87.999,4,0.654
1179,EST,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
1194,EST,I'm Good (Blue),David Guetta,I'm Good (Blue),92,2022-08-26,AR,0.561,0.00383,175238,0.965,7.07e-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304
1156,EST,IDGAF (feat. Yeat),Drake,For All The Dogs,94,2023-10-06,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
1163,EST,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
1192,EST,KUHU KADUS STEN?,gameboy tetris,KUHU KADUS STEN?,45,2022-11-09,AR,0.794,0.104,163823,0.813,0.00273,1,0.239,-6.517,0,0.0619,120.989,4,0.809
1161,EST,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1185,EST,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,2023-10-26,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
1199,EST,Nun id change,Yeat,AftërLyfe,81,2023-02-24,AR,0.774,0.037,211253,0.577,0.627,2,0.122,-12.132,1,0.107,100.003,4,0.148
1183,EST,One Of Your Girls,Troye Sivan,Something To Give Each Other,88,2023-10-13,AR,0.629,0.0878,181482,0.654,0.00655,11,0.22,-7.852,0,0.0584,93.034,4,0.799
1154,EST,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1189,EST,Panama Paberid,Reket,Panama Paberid,42,2023-07-28,AR,0.699,0.0388,161416,0.79,0.0405,1,0.321,-7.258,1,0.111,113.033,4,0.509
1186,EST,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,Popular (Music from the HBO Original Series),92,2023-06-02,AR,0.855,0.0569,215467,0.678,3.69e-05,1,0.412,-6.276,1,0.189,99.029,4,0.852
1152,EST,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1169,EST,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
1170,EST,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1182,EST,Sprinter,Dave,Sprinter,93,2023-06-01,AR,0.916,0.186,226383,0.583,0.0,1,0.0798,-8.067,1,0.241,141.095,4,0.661
1159,EST,Standing Next to You,Jung Kook,GOLDEN,91,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1195,EST,Star Shopping,Lil Peep,Star Shopping,86,2015,AR,0.538,0.0946,142000,0.471,0.0185,4,0.116,-9.84,0,0.0955,93.07,4,0.307
1184,EST,Starboy,The Weeknd,Starboy,94,2016-11-25,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
1150,EST,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1175,EST,Sweater Weather,The Neighbourhood,I Love You.,93,2013-04-19,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
1190,EST,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
1168,EST,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
1178,EST,duubel5-v2.mp3,nublu,duubel5-v2.mp3,45,2023-05-26,AR,0.807,0.291,144677,0.755,0.0429,10,0.15,-7.255,0,0.0887,102.003,4,0.913
1162,EST,ecstacy (slowed),SUICIDAL-IDOL,ecstacy (slowed),90,2023-06-06,AR,0.551,0.0173,119120,0.677,0.0,2,0.381,-7.311,1,0.0665,106.414,4,0.195
1171,EST,fukumean,Gunna,a Gift & a Curse,95,2023-06-16,AR,0.847,0.119,125040,0.622,0.0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
1153,EST,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1155,EST,heikki???,nublu,heikki???,50,2023-08-24,AR,0.829,0.0138,142656,0.736,0.004,9,0.317,-6.43,0,0.229,137.916,4,0.691
1180,EST,kannatust,villemdrillem,kannatust,44,2023-09-28,AR,0.754,0.617,177893,0.684,0.00397,9,0.285,-6.228,0,0.107,103.017,4,0.491
1197,EST,kastehein,nublu,kastehein,43,2022-08-05,AR,0.554,0.0347,162295,0.8,0.0986,11,0.121,-6.798,0,0.0585,121.932,4,0.27
1167,EST,kõrvetab,5MIINUST,kõrvetab / kallab,47,2023-06-01,AR,0.63,0.0239,260203,0.749,1.69e-05,4,0.427,-6.352,0,0.162,149.922,4,0.331
1157,EST,leekiv armastus,villemdrillem,leekiv armastus,48,2023-06-20,AR,0.685,0.0201,154077,0.688,0.318,7,0.311,-8.157,1,0.0499,137.934,4,0.447
1165,EST,t6en2osus (paraq),boipepperoni,qqndqlt,35,2023-11-03,AR,0.664,0.0662,185979,0.902,0.414,6,0.119,-7.495,0,0.0622,145.007,4,0.457
1151,EST,üksinda,villemdrillem,üksinda,40,2023-11-02,AR,0.729,0.23,157848,0.52,0.689,5,0.121,-8.682,0,0.0423,99.0,4,0.222
1187,EST,Прощание,Три дня дождя,melancholia,66,2023-10-20,AR,0.479,0.0171,236250,0.614,0.548,6,0.156,-6.932,0,0.0304,96.027,4,0.258
1273,FIN,3 Toivomusta,Pyrythekid,3 Toivomusta,61,2023-10-05,AR,0.768,0.031,142097,0.765,0.00911,7,0.191,-5.959,0,0.0424,117.947,4,0.583
1291,FIN,AINA,jambo,AINA,53,2023-11-03,AR,0.746,0.00164,165342,0.621,0.00208,1,0.123,-7.761,1,0.0463,126.028,4,0.387
1267,FIN,Aji Aji,Karim B,Aji Aji,58,2023-10-27,AR,0.653,0.0632,166062,0.732,0.00158,7,0.254,-6.438,1,0.0396,90.092,3,0.567
1266,FIN,Automatic,C.Gambino,Automatic,77,2023-09-22,AR,0.701,0.151,130667,0.516,0.821,10,0.103,-12.243,0,0.275,180.088,4,0.673
1264,FIN,BISNESMIES,ibe,RÄPPÄRI,55,2023-11-03,AR,0.826,0.000503,195205,0.623,0.247,6,0.104,-5.405,0,0.121,160.073,4,0.932
1257,FIN,BLONDINA,ibe,RÄPPÄRI,50,2023-11-03,AR,0.708,0.163,180043,0.753,0.00377,0,0.0959,-4.389,0,0.0561,87.998,4,0.707
1296,FIN,Cha Cha Cha,Käärijä,Cha Cha Cha,74,2023-01-17,AR,0.718,0.00207,175161,0.791,0.00292,2,0.111,-5.572,1,0.0447,155.082,4,0.743
1254,FIN,DIIPIMPÄÄ,ibe,RÄPPÄRI,57,2023-11-03,AR,0.624,0.105,185942,0.83,2e-05,7,0.135,-3.455,0,0.0305,100.017,4,0.709
1251,FIN,Demoneista ystävii,Etta,Demoneista ystävii,61,2023-11-03,AR,0.645,0.0499,181007,0.691,1.76e-06,6,0.203,-5.183,0,0.0461,134.033,4,0.602
1280,FIN,Ennen vanhaan,Costi,Ennen vanhaan,64,2023-07-06,AR,0.677,0.015,205716,0.804,0.000196,8,0.114,-5.407,1,0.0526,99.974,4,0.695
1278,FIN,FAMOUS,ibe,RÄPPÄRI,51,2023-11-03,AR,0.755,0.0825,209677,0.561,0.000173,2,0.0937,-5.694,1,0.0413,93.0,4,0.311
1252,FIN,Feimii,Lauri Haav,Aino,60,2023-10-26,AR,0.73,0.00146,182546,0.717,0.0,8,0.167,-4.998,1,0.0466,100.04,4,0.217
1253,FIN,Ghetto Love,Averagekidluke,Ghetto Love,68,2023-10-13,AR,0.78,0.15,126524,0.432,0.000382,1,0.177,-8.143,0,0.13,110.039,4,0.465
1289,FIN,Jälkeekään,Gettomasa,Jälkeekään,63,2023-06-01,AR,0.727,0.275,156920,0.753,0.00651,8,0.142,-4.216,1,0.125,99.934,4,0.53
1258,FIN,KÄVELLÄÄN,ibe,RÄPPÄRI,55,2023-11-03,AR,0.847,0.462,200859,0.698,0.000118,5,0.114,-5.382,0,0.0668,98.053,4,0.381
1269,FIN,KOITIT SOITTAA,ibe,RÄPPÄRI,55,2023-11-03,AR,0.764,0.174,191034,0.499,0.000109,1,0.279,-7.53,0,0.137,152.976,4,0.3
1274,FIN,Kertoimia Vastaan,Jami Faltin,Kertoimia Vastaan,66,2023-09-01,AR,0.786,0.248,197650,0.571,3.07e-06,10,0.095,-6.276,0,0.0635,104.983,4,0.661
1255,FIN,Kiireinen nainen (feat. ibe),Turisti,Kiireinen nainen (feat. ibe),68,2023-09-29,AR,0.846,0.171,184647,0.847,0.0,5,0.25,-4.506,1,0.0458,117.011,4,0.884
1281,FIN,Kuka se on (feat. Isac Elliot),Cledos,euro musik,55,2023-10-20,AR,0.748,0.214,156671,0.757,0.000523,10,0.11,-5.746,0,0.0526,94.999,4,0.77
